age,education,balance,duration,campaign,pdays,previous,y,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,marital_married,marital_single,poutcome_other,poutcome_success,poutcome_unknown,default_yes,housing_yes,loan_yes
48.0,0,0.0,85.0,1.0,168.0,2.0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
27.0,2,769.0,317.0,2.0,999.0,0.0,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False
33.0,3,0.0,236.0,10.0,999.0,0.0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
29.0,2,428.0,54.0,1.0,345.0,2.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True
34.0,3,0.0,71.0,1.0,999.0,0.0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
52.0,3,-970.0,489.0,1.0,999.0,0.0,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
60.0,0,6313.0,39.0,2.0,999.0,0.0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
32.0,3,948.0,204.0,2.0,999.0,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
32.0,3,0.0,455.0,2.0,999.0,0.0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
56.0,0,1877.0,86.0,1.0,999.0,0.0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
31.0,3,874.0,190.0,2.0,999.0,0.0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
42.0,2,323.0,280.0,2.0,999.0,0.0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True
35.0,3,106.0,588.0,2.0,999.0,0.0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
56.0,1,1906.0,45.0,9.0,999.0,0.0,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
48.0,2,1152.0,168.0,5.0,999.0,0.0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False
46.0,2,179.0,194.0,4.0,436.0,1.0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
37.0,0,391.0,103.0,3.0,999.0,0.0,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False
41.0,0,89.0,333.0,2.0,999.0,0.0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
36.0,3,442.0,102.0,3.0,999.0,0.0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True
45.0,1,-249.0,92.0,1.0,999.0,0.0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True
55.0,2,8104.0,213.0,2.0,999.0,0.0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
39.0,2,501.0,289.0,1.0,999.0,0.0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
35.0,2,308.0,77.0,2.0,999.0,0.0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
55.0,2,602.0,324.0,3.0,90.0,2.0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
55.0,2,273.0,84.0,3.0,183.0,3.0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
27.0,2,50.0,168.0,1.0,999.0,0.0,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
34.0,3,20.0,10.0,1.0,999.0,0.0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
25.0,2,4590.0,199.0,2.0,999.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
41.0,2,-256.0,35.0,3.0,999.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
28.0,3,80.0,676.0,2.0,146.0,2.0,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
31.0,2,2104.0,455.0,1.0,999.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
78.0,2,499.0,80.0,4.0,999.0,0.0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
45.0,2,1269.0,549.0,2.0,999.0,0.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
48.0,3,310.0,135.0,1.0,999.0,0.0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
32.0,2,1143.0,412.0,1.0,999.0,0.0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True
42.0,2,2980.0,101.0,3.0,999.0,0.0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
37.0,3,37.0,253.0,2.0,999.0,0.0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
40.0,2,462.0,272.0,1.0,335.0,4.0,0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True
32.0,2,1031.0,84.0,1.0,999.0,0.0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
42.0,3,9009.0,135.0,2.0,999.0,0.0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
43.0,2,-465.0,166.0,1.0,999.0,0.0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True
44.0,2,5181.0,18.0,7.0,999.0,0.0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True
37.0,2,176.0,147.0,2.0,347.0,1.0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
37.0,3,0.0,65.0,2.0,119.0,1.0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
28.0,3,172.0,194.0,2.0,999.0,0.0,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,True
32.0,2,0.0,333.0,2.0,999.0,0.0,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True
34.0,2,6979.0,14.0,5.0,999.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
40.0,2,6.0,140.0,1.0,999.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
34.0,2,-62.0,109.0,3.0,999.0,0.0,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
34.0,3,1972.0,61.0,2.0,999.0,0.0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False
34.0,3,899.0,377.0,3.0,7.0,4.0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
37.0,2,21.0,96.0,1.0,271.0,2.0,0,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False
36.0,2,23.0,152.0,2.0,347.0,1.0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
56.0,2,-1206.0,382.0,2.0,999.0,0.0,1,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
49.0,1,0.0,97.0,6.0,999.0,0.0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True
33.0,2,215.0,543.0,12.0,999.0,0.0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False
30.0,3,1372.0,240.0,2.0,999.0,0.0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
36.0,2,1981.0,48.0,2.0,999.0,0.0,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
23.0,2,9216.0,471.0,2.0,999.0,0.0,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
57.0,2,39.0,354.0,3.0,999.0,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
27.0,2,5563.0,435.0,2.0,999.0,0.0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
38.0,2,1.0,152.0,2.0,999.0,0.0,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
42.0,3,782.0,285.0,1.0,999.0,0.0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
75.0,2,3771.0,185.0,1.0,181.0,2.0,1,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
34.0,3,992.0,301.0,1.0,88.0,2.0,0,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False
48.0,2,1526.0,273.0,2.0,999.0,0.0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
35.0,3,2658.0,768.0,2.0,141.0,3.0,1,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
39.0,3,1315.0,1337.0,4.0,126.0,1.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
29.0,3,455.0,403.0,1.0,999.0,0.0,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
45.0,3,0.0,139.0,2.0,999.0,0.0,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False
42.0,2,2030.0,196.0,1.0,999.0,0.0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True
29.0,2,1599.0,115.0,1.0,61.0,1.0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
38.0,2,-196.0,60.0,1.0,271.0,1.0,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
56.0,2,1333.0,17.0,14.0,999.0,0.0,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
36.0,2,9149.0,141.0,3.0,999.0,0.0,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False
25.0,2,-350.0,95.0,3.0,999.0,0.0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
38.0,3,432.0,10.0,2.0,373.0,1.0,0,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False
57.0,2,10446.680978170363,198.0,1.0,999.0,0.0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
31.0,3,-253.0,220.0,4.0,999.0,0.0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False
42.0,3,372.0,654.0,2.0,999.0,0.0,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
45.0,2,1410.0,71.0,2.0,999.0,0.0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
30.0,2,975.0,256.0,2.0,351.0,2.0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
49.0,1,305.0,834.0,10.0,999.0,0.0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True
49.0,2,400.0,151.0,3.0,999.0,0.0,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
53.0,3,-22.0,20.0,3.0,999.0,0.0,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
